pcode	sample	#reads	fraction_hyper	avg_stop_good	avg_stop_hyper	frac_stop_good	frac_stop_hyper
p1	&	2012-10-02	&	19363	&	0.132933946186	&	0.0821966763953	&	1.85198135198	&	0.0148311394365	&	0.839160839161\\
p1	&	2014-10-07	&	36454	&	0.146952323476	&	0.0973405794771	&	0.817061788314	&	0.0136025983214	&	0.365129736793\\
p1	&	2015-02-12	&	44434	&	0.173695818517	&	0.0768602244253	&	1.43171806167	&	0.00898790717943	&	0.853718579943\\
p2	&	2015-06-09	&	16586	&	0.296032798746	&	0.0932682425488	&	1.65560081466	&	0.0399109284001	&	0.991038696538\\
p3	&	2012-09-18	&	23347	&	0.196556302737	&	0.0817784411984	&	1.23425582916	&	0.0465401428724	&	0.750708215297\\
p3	&	2014-10-13	&	28450	&	0.307521968366	&	0.121009085833	&	1.78534689679	&	0.0498451855236	&	0.821351011544\\
p3	&	2015-04-24	&	44850	&	0.24889632107	&	0.102383708849	&	1.21096479441	&	0.050434885861	&	0.615515542417\\
p5	&	2012-10-26	&	11190	&	0.217068811439	&	0.0775025682	&	1.99258954302	&	0.00913137769661	&	0.940716344175\\
p5	&	2015-03-16	&	39762	&	0.0652381670942	&	0.0886246233319	&	1.36121819584	&	0.0387968144641	&	0.991904394757\\
p6	&	2012-10-24	&	191468	&	0.103756241252	&	0.090523420473	&	0.94558542233	&	0.0102970827846	&	0.607721735629\\
p6	&	2014-11-03	&	33887	&	0.0	&	0.0949626700505	&	nan	&	0.0108006020008	&	nan\\
p7	&	2014-12-01	&	35565	&	0.132995922958	&	0.0505918598995	&	1.43171247357	&	0.0255553753851	&	0.88245243129\\
p7	&	2015-04-17	&	38323	&	0.112621663231	&	0.0590760725733	&	1.34870250232	&	0.00552827359073	&	0.946709916589\\
p8	&	2012-09-21	&	6553	&	0.421791545857	&	0.0683557666931	&	1.7510853835	&	0.0155713908683	&	0.874457308249\\
p8	&	2014-11-18	&	75473	&	0.308083685556	&	0.0697037590241	&	2.0020213315	&	0.00762145497022	&	0.999397901256\\
p8	&	2015-04-07	&	18750	&	0.33856	&	0.0665215287857	&	1.44391934468	&	0.0366876310273	&	0.88074984247\\
p9	&	2012-10-05	&	43306	&	0.132037131113	&	0.0590614025753	&	0.521860790486	&	0.0115196339257	&	0.44333683106\\
p9	&	2014-10-02	&	11620	&	0.00120481927711	&	0.0384283991039	&	0.0	&	0.00551438910908	&	0.0\\
p9	&	2015-03-18	&	65003	&	0.12454809778	&	0.0606428031701	&	1.86758893281	&	0.0077670585341	&	0.98418972332\\
p10	&	2012-10-09	&	7513	&	0.0464528151205	&	0.0254048017867	&	2.0	&	0.00321049692909	&	1.0\\
p10	&	2014-10-24	&	50537	&	0.148208243465	&	0.166817664413	&	1.22042723632	&	0.0719678490952	&	0.997463284379\\
p10	&	2015-02-27	&	59041	&	0.00750326044613	&	0.0614696747329	&	0.559819413093	&	0.00682617154169	&	0.279909706546\\
p11	&	2012-10-10	&	47701	&	0.164084610386	&	0.205321763555	&	1.00357736042	&	0.0600140442394	&	0.863549252587\\
p11	&	2014-10-22	&	32126	&	0.288831476063	&	0.210662231365	&	2.08341416101	&	0.0840372915481	&	0.841685526458\\
p11	&	2015-02-25	&	6834	&	0.339479075212	&	0.112981834293	&	0.999137931034	&	0.0372175454143	&	0.757327586207\\
